tick,poi_id,visitors,crowd_ratio,name,neighborhood,category
7,18,21,0.0525,MNAC (Palau Nacional),Montjuic,Art
7,19,30,0.06,Barcelona Zoo,Ciutadella,Nature
7,20,68,0.068,Parc de la Ciutadella,Ciutadella,Nature
7,21,9,0.03,Castell de Montjuic,Montjuic,History
7,22,71,0.044375,Magic Fountain of Montjuic,Montjuic,History
7,23,20,0.02857142857142857,Poble Espanyol,Montjuic,History
7,24,52,0.004649000464900046,Estadi Olimpic Lluis Companys,Montjuic,History
7,25,6,0.08571428571428572,Montjuic Cable Car (Teleferic),Montjuic,Nature
7,26,36,0.225,Laberint d'Horta,Horta-Guinardo,Nature
7,27,20,0.25,Bunkers del Carmel,Horta-Guinardo,Nature
7,28,56,0.23333333333333334,CosmoCaixa,Horta-Guinardo,Art
7,29,17,0.14166666666666666,Tibidabo Temple (Sagrat Cor),Horta-Guinardo,Religious
7,30,6,0.12,Casa Vicens,Gracia,Art
7,31,144,0.007246814421160698,Camp Nou Stadium,Les Corts,History
7,32,0,0.0,FC Barcelona Museum,Les Corts,History
7,33,229,0.458,Mercat de la Boqueria,El Raval,Food
7,34,49,0.20416666666666666,Mercat de Sant Antoni,Sant Antoni,Food
7,35,11,0.06111111111111111,Mercat de Santa Caterina,El Born,Food
7,36,35,0.21875,Mercat de la Concepcio,Sant Antoni,Food
7,37,114,0.285,Mercat dels Encants,Poblenou,History
7,38,60,0.0375,Barceloneta Beach,La Barceloneta,Nature
7,39,6,0.006,Port Vell (Promenade),Barri Gotic,History
7,40,1,0.004166666666666667,Aquarium Barcelona,Barri Gotic,Nature
7,41,1,0.008333333333333333,Maritime Museum,Barri Gotic,History
7,42,19,0.095,Basilica de la Mare de Deu de la Merce,Barri Gotic,Religious
7,43,6,0.06,El Born Cultural Center,El Born,History
7,44,26,0.21666666666666667,Parc de la Creueta del Coll,Horta-Guinardo,Nature
7,45,20,0.125,Parc de l'Espanya Industrial,Sants,Nature
7,46,110,0.4583333333333333,Parc Central de Nou Barris,Nou Barris,Nature
7,47,68,0.425,Parc del Turo de la Peira,Nou Barris,Nature
7,48,17,0.2125,Torre Glories Viewpoint,Poblenou,Art
7,49,155,0.25833333333333336,Parc Diagonal Mar,Poblenou,Nature
7,50,181,0.22625,Forum Building / Forum Park,Poblenou,History
8,1,3,0.01,Sagrada Familia,Eixample,Religious
8,2,19,0.1357142857142857,Parc Guell,Gracia,Nature
8,3,16,0.01,La Rambla,Barri Gotic,History
8,4,10,0.0625,Santa Maria del Mar,El Born,Religious
8,5,0,0.0,Casa Batllo,Eixample,Art
8,6,0,0.0,Casa Mila (La Pedrera),Eixample,Art
8,7,0,0.0,Palau de la Musica Catalana,El Born,Art
8,8,0,0.0,Hospital de Sant Pau,Eixample,History
8,9,14,0.058333333333333334,Barcelona Cathedral,Barri Gotic,Religious
8,10,7,0.058333333333333334,Basilica de Santa Maria del Pi,Barri Gotic,Religious
8,11,26,0.52,Palau Guell,El Raval,Art
8,12,56,0.4666666666666667,MACBA Museum,El Raval,Art
8,13,52,0.52,CCCB Center,El Raval,Art
8,14,29,0.725,Sant Pau del Camp,El Raval,Religious
8,15,4,0.06666666666666667,Church of Sant Josep Oriol,Barri Gotic,Religious
8,16,7,0.07777777777777778,Picasso Museum,El Born,Art
8,17,6,0.075,Fundacio Joan Miro,Montjuic,Art
8,18,10,0.025,MNAC (Palau Nacional),Montjuic,Art
8,19,21,0.042,Barcelona Zoo,Ciutadella,Nature
